sensor_type,device_type,timestamps,sin_from_avg_bedtime
sin_from_avg_bedtime,smartwatch,3.154966e+16,0.02650356778797146
sin_from_avg_bedtime,smartwatch,3.154969e+16,0.028542303771661573
sin_from_avg_bedtime,smartwatch,3.154972e+16,0.030581039755351685
sin_from_avg_bedtime,smartwatch,3.154975e+16,0.0326197757390418
sin_from_avg_bedtime,smartwatch,3.154978e+16,0.03465851172273191
sin_from_avg_bedtime,smartwatch,3.154981e+16,0.03669724770642202
sin_from_avg_bedtime,smartwatch,3.154984e+16,0.038735983690112136
sin_from_avg_bedtime,smartwatch,3.154987e+16,0.040774719673802244
sin_from_avg_bedtime,smartwatch,3.15499e+16,0.04281345565749236
sin_from_avg_bedtime,smartwatch,3.154993e+16,0.04485219164118247
sin_from_avg_bedtime,smartwatch,3.154996e+16,0.04689092762487258
sin_from_avg_bedtime,smartwatch,3.154999e+16,0.0489296636085627
sin_from_avg_bedtime,smartwatch,3.155002e+16,0.05096839959225281
sin_from_avg_bedtime,smartwatch,3.155005e+16,0.05300713557594292
sin_from_avg_bedtime,smartwatch,3.155008e+16,0.05504587155963303
sin_from_avg_bedtime,smartwatch,3.155011e+16,0.057084607543323146
sin_from_avg_bedtime,smartwatch,3.155014e+16,0.059123343527013254
sin_from_avg_bedtime,smartwatch,3.155017e+16,0.06116207951070337
sin_from_avg_bedtime,smartwatch,3.15502e+16,0.06320081549439348
sin_from_avg_bedtime,smartwatch,3.155023e+16,0.0652395514780836
sin_from_avg_bedtime,smartwatch,3.155026e+16,0.06727828746177371
sin_from_avg_bedtime,smartwatch,3.155029e+16,0.06931702344546382
sin_from_avg_bedtime,smartwatch,3.155032e+16,0.07135575942915393
sin_from_avg_bedtime,smartwatch,3.155035e+16,0.07339449541284404
sin_from_avg_bedtime,smartwatch,3.155038e+16,0.07543323139653416
sin_from_avg_bedtime,smartwatch,3.155041e+16,0.07747196738022427
sin_from_avg_bedtime,smartwatch,3.155044e+16,0.07951070336391437
sin_from_avg_bedtime,smartwatch,3.155047e+16,0.08154943934760449
sin_from_avg_bedtime,smartwatch,3.15505e+16,0.0835881753312946
sin_from_avg_bedtime,smartwatch,3.155053e+16,0.08562691131498472
sin_from_avg_bedtime,smartwatch,3.155056e+16,0.08766564729867483
sin_from_avg_bedtime,smartwatch,3.155059e+16,0.08970438328236494
sin_from_avg_bedtime,smartwatch,3.155062e+16,0.09174311926605505
sin_from_avg_bedtime,smartwatch,3.155065e+16,0.09378185524974517
sin_from_avg_bedtime,smartwatch,3.155068e+16,0.09582059123343528
sin_from_avg_bedtime,smartwatch,3.155071e+16,0.0978593272171254
sin_from_avg_bedtime,smartwatch,3.155074e+16,0.0998980632008155
sin_from_avg_bedtime,smartwatch,3.155077e+16,0.10193679918450561
sin_from_avg_bedtime,smartwatch,3.15508e+16,0.10397553516819573
sin_from_avg_bedtime,smartwatch,3.155083e+16,0.10601427115188584
sin_from_avg_bedtime,smartwatch,3.155086e+16,0.10805300713557595
sin_from_avg_bedtime,smartwatch,3.155089e+16,0.11009174311926606
sin_from_avg_bedtime,smartwatch,3.155092e+16,0.11213047910295618
sin_from_avg_bedtime,smartwatch,3.155095e+16,0.11416921508664629
sin_from_avg_bedtime,smartwatch,3.155098e+16,0.11620795107033641
sin_from_avg_bedtime,smartwatch,3.155101e+16,0.11824668705402651
sin_from_avg_bedtime,smartwatch,3.155104e+16,0.12028542303771662
sin_from_avg_bedtime,smartwatch,3.155107e+16,0.12232415902140674
sin_from_avg_bedtime,smartwatch,3.15511e+16,0.12436289500509685
sin_from_avg_bedtime,smartwatch,3.155113e+16,0.12640163098878696
sin_from_avg_bedtime,smartwatch,3.155116e+16,0.12844036697247707
sin_from_avg_bedtime,smartwatch,3.155119e+16,0.1304791029561672
sin_from_avg_bedtime,smartwatch,3.155122e+16,0.1325178389398573
sin_from_avg_bedtime,smartwatch,3.155125e+16,0.13455657492354742
sin_from_avg_bedtime,smartwatch,3.155128e+16,0.13659531090723753
sin_from_avg_bedtime,smartwatch,3.155131e+16,0.13863404689092765
sin_from_avg_bedtime,smartwatch,3.155134e+16,0.14067278287461774
sin_from_avg_bedtime,smartwatch,3.155137e+16,0.14271151885830785
sin_from_avg_bedtime,smartwatch,3.15514e+16,0.14475025484199797
sin_from_avg_bedtime,smartwatch,3.155143e+16,0.14678899082568808
sin_from_avg_bedtime,smartwatch,3.155146e+16,0.1488277268093782
sin_from_avg_bedtime,smartwatch,3.155149e+16,0.1508664627930683
sin_from_avg_bedtime,smartwatch,3.155152e+16,0.15290519877675843
sin_from_avg_bedtime,smartwatch,3.155155e+16,0.15494393476044854
sin_from_avg_bedtime,smartwatch,3.155158e+16,0.15698267074413866
sin_from_avg_bedtime,smartwatch,3.155161e+16,0.15902140672782875
sin_from_avg_bedtime,smartwatch,3.155164e+16,0.16106014271151886
sin_from_avg_bedtime,smartwatch,3.155167e+16,0.16309887869520898
sin_from_avg_bedtime,smartwatch,3.15517e+16,0.1651376146788991
sin_from_avg_bedtime,smartwatch,3.155173e+16,0.1671763506625892
sin_from_avg_bedtime,smartwatch,3.155176e+16,0.16921508664627932
sin_from_avg_bedtime,smartwatch,3.155179e+16,0.17125382262996944
sin_from_avg_bedtime,smartwatch,3.155182e+16,0.17329255861365955
sin_from_avg_bedtime,smartwatch,3.155185e+16,0.17533129459734967
sin_from_avg_bedtime,smartwatch,3.155188e+16,0.17737003058103976
sin_from_avg_bedtime,smartwatch,3.155191e+16,0.17940876656472987
sin_from_avg_bedtime,smartwatch,3.155194e+16,0.18144750254842
sin_from_avg_bedtime,smartwatch,3.155197e+16,0.1834862385321101
sin_from_avg_bedtime,smartwatch,3.1552e+16,0.18552497451580022
sin_from_avg_bedtime,smartwatch,3.155203e+16,0.18756371049949033
sin_from_avg_bedtime,smartwatch,3.155206e+16,0.18960244648318045
sin_from_avg_bedtime,smartwatch,3.155209e+16,0.19164118246687056
sin_from_avg_bedtime,smartwatch,3.155212e+16,0.19367991845056068
sin_from_avg_bedtime,smartwatch,3.155215e+16,0.1957186544342508
sin_from_avg_bedtime,smartwatch,3.155218e+16,0.19775739041794088
sin_from_avg_bedtime,smartwatch,3.155221e+16,0.199796126401631
sin_from_avg_bedtime,smartwatch,3.155224e+16,0.2018348623853211
sin_from_avg_bedtime,smartwatch,3.155227e+16,0.20387359836901123
sin_from_avg_bedtime,smartwatch,3.15523e+16,0.20591233435270134
sin_from_avg_bedtime,smartwatch,3.155233e+16,0.20795107033639146
sin_from_avg_bedtime,smartwatch,3.155236e+16,0.20998980632008157
sin_from_avg_bedtime,smartwatch,3.155239e+16,0.2120285423037717
sin_from_avg_bedtime,smartwatch,3.155242e+16,0.2140672782874618
sin_from_avg_bedtime,smartwatch,3.155245e+16,0.2161060142711519
sin_from_avg_bedtime,smartwatch,3.155248e+16,0.218144750254842
sin_from_avg_bedtime,smartwatch,3.155251e+16,0.22018348623853212
sin_from_avg_bedtime,smartwatch,3.155254e+16,0.22222222222222224
sin_from_avg_bedtime,smartwatch,3.155257e+16,0.22426095820591235
sin_from_avg_bedtime,smartwatch,3.15526e+16,0.22629969418960247
sin_from_avg_bedtime,smartwatch,3.155263e+16,0.22833843017329258
sin_from_avg_bedtime,smartwatch,3.155266e+16,0.2303771661569827
sin_from_avg_bedtime,smartwatch,3.155269e+16,0.23241590214067281
sin_from_avg_bedtime,smartwatch,3.155272e+16,0.2344546381243629
sin_from_avg_bedtime,smartwatch,3.155275e+16,0.23649337410805302
sin_from_avg_bedtime,smartwatch,3.155278e+16,0.23853211009174313
sin_from_avg_bedtime,smartwatch,3.155281e+16,0.24057084607543325
sin_from_avg_bedtime,smartwatch,3.155284e+16,0.24260958205912336
sin_from_avg_bedtime,smartwatch,3.155287e+16,0.24464831804281348
sin_from_avg_bedtime,smartwatch,3.15529e+16,0.2466870540265036
sin_from_avg_bedtime,smartwatch,3.155293e+16,0.2487257900101937
sin_from_avg_bedtime,smartwatch,3.155296e+16,0.2507645259938838
sin_from_avg_bedtime,smartwatch,3.155299e+16,0.2528032619775739
sin_from_avg_bedtime,smartwatch,3.155302e+16,0.25484199796126406
sin_from_avg_bedtime,smartwatch,3.155305e+16,0.25688073394495414
sin_from_avg_bedtime,smartwatch,3.155308e+16,0.2589194699286443
sin_from_avg_bedtime,smartwatch,3.155311e+16,0.2609582059123344
sin_from_avg_bedtime,smartwatch,3.155314e+16,0.26299694189602446
sin_from_avg_bedtime,smartwatch,3.155317e+16,0.2650356778797146
sin_from_avg_bedtime,smartwatch,3.15532e+16,0.2670744138634047
sin_from_avg_bedtime,smartwatch,3.155323e+16,0.26911314984709483
sin_from_avg_bedtime,smartwatch,3.155326e+16,0.2711518858307849
sin_from_avg_bedtime,smartwatch,3.155329e+16,0.27319062181447507
sin_from_avg_bedtime,smartwatch,3.155332e+16,0.27522935779816515
sin_from_avg_bedtime,smartwatch,3.155335e+16,0.2772680937818553
sin_from_avg_bedtime,smartwatch,3.155338e+16,0.2793068297655454
sin_from_avg_bedtime,smartwatch,3.155341e+16,0.28134556574923547
sin_from_avg_bedtime,smartwatch,3.155344e+16,0.2833843017329256
sin_from_avg_bedtime,smartwatch,3.155347e+16,0.2854230377166157
sin_from_avg_bedtime,smartwatch,3.15535e+16,0.28746177370030584
sin_from_avg_bedtime,smartwatch,3.155353e+16,0.28950050968399593
sin_from_avg_bedtime,smartwatch,3.155356e+16,0.2915392456676861
sin_from_avg_bedtime,smartwatch,3.155359e+16,0.29357798165137616
sin_from_avg_bedtime,smartwatch,3.155362e+16,0.2956167176350663
sin_from_avg_bedtime,smartwatch,3.155365e+16,0.2976554536187564
sin_from_avg_bedtime,smartwatch,3.155368e+16,0.2996941896024465
sin_from_avg_bedtime,smartwatch,3.155371e+16,0.3017329255861366
sin_from_avg_bedtime,smartwatch,3.155374e+16,0.3037716615698267
sin_from_avg_bedtime,smartwatch,3.155377e+16,0.30581039755351686
sin_from_avg_bedtime,smartwatch,3.15538e+16,0.30784913353720694
sin_from_avg_bedtime,smartwatch,3.155383e+16,0.3098878695208971
sin_from_avg_bedtime,smartwatch,3.155386e+16,0.3119266055045872
sin_from_avg_bedtime,smartwatch,3.155389e+16,0.3139653414882773
sin_from_avg_bedtime,smartwatch,3.155392e+16,0.3160040774719674
sin_from_avg_bedtime,smartwatch,3.155395e+16,0.3180428134556575
sin_from_avg_bedtime,smartwatch,3.155398e+16,0.32008154943934763
sin_from_avg_bedtime,smartwatch,3.155401e+16,0.3221202854230377
sin_from_avg_bedtime,smartwatch,3.155404e+16,0.32415902140672787
sin_from_avg_bedtime,smartwatch,3.155407e+16,0.32619775739041795
sin_from_avg_bedtime,smartwatch,3.15541e+16,0.3282364933741081
sin_from_avg_bedtime,smartwatch,3.155413e+16,0.3302752293577982
sin_from_avg_bedtime,smartwatch,3.155416e+16,0.3323139653414883
sin_from_avg_bedtime,smartwatch,3.155419e+16,0.3343527013251784
sin_from_avg_bedtime,smartwatch,3.155422e+16,0.3363914373088685
sin_from_avg_bedtime,smartwatch,3.155425e+16,0.33843017329255864
sin_from_avg_bedtime,smartwatch,3.155428e+16,0.34046890927624873
sin_from_avg_bedtime,smartwatch,3.155431e+16,0.3425076452599389
sin_from_avg_bedtime,smartwatch,3.155434e+16,0.34454638124362896
sin_from_avg_bedtime,smartwatch,3.155437e+16,0.3465851172273191
sin_from_avg_bedtime,smartwatch,3.15544e+16,0.3486238532110092
sin_from_avg_bedtime,smartwatch,3.155443e+16,0.35066258919469934
sin_from_avg_bedtime,smartwatch,3.155446e+16,0.3527013251783894
sin_from_avg_bedtime,smartwatch,3.155449e+16,0.3547400611620795
sin_from_avg_bedtime,smartwatch,3.155452e+16,0.35677879714576965
sin_from_avg_bedtime,smartwatch,3.155455e+16,0.35881753312945974
sin_from_avg_bedtime,smartwatch,3.155458e+16,0.3608562691131499
sin_from_avg_bedtime,smartwatch,3.155461e+16,0.36289500509684
sin_from_avg_bedtime,smartwatch,3.155464e+16,0.3649337410805301
sin_from_avg_bedtime,smartwatch,3.155467e+16,0.3669724770642202
sin_from_avg_bedtime,smartwatch,3.15547e+16,0.36901121304791035
sin_from_avg_bedtime,smartwatch,3.155473e+16,0.37104994903160043
sin_from_avg_bedtime,smartwatch,3.155476e+16,0.3730886850152905
sin_from_avg_bedtime,smartwatch,3.155479e+16,0.37512742099898067
sin_from_avg_bedtime,smartwatch,3.155482e+16,0.37716615698267075
sin_from_avg_bedtime,smartwatch,3.155485e+16,0.3792048929663609
sin_from_avg_bedtime,smartwatch,3.155488e+16,0.381243628950051
sin_from_avg_bedtime,smartwatch,3.155491e+16,0.3832823649337411
sin_from_avg_bedtime,smartwatch,3.155494e+16,0.3853211009174312
sin_from_avg_bedtime,smartwatch,3.155497e+16,0.38735983690112136
sin_from_avg_bedtime,smartwatch,3.1555e+16,0.38939857288481144
sin_from_avg_bedtime,smartwatch,3.155503e+16,0.3914373088685016
sin_from_avg_bedtime,smartwatch,3.155506e+16,0.3934760448521917
sin_from_avg_bedtime,smartwatch,3.155509e+16,0.39551478083588176
sin_from_avg_bedtime,smartwatch,3.155512e+16,0.3975535168195719
sin_from_avg_bedtime,smartwatch,3.155515e+16,0.399592252803262
sin_from_avg_bedtime,smartwatch,3.155518e+16,0.40163098878695214
sin_from_avg_bedtime,smartwatch,3.155521e+16,0.4036697247706422
sin_from_avg_bedtime,smartwatch,3.155524e+16,0.40570846075433237
sin_from_avg_bedtime,smartwatch,3.155527e+16,0.40774719673802245
sin_from_avg_bedtime,smartwatch,3.15553e+16,0.4097859327217126
sin_from_avg_bedtime,smartwatch,3.155533e+16,0.4118246687054027
sin_from_avg_bedtime,smartwatch,3.155536e+16,0.4138634046890928
sin_from_avg_bedtime,smartwatch,3.155539e+16,0.4159021406727829
sin_from_avg_bedtime,smartwatch,3.155542e+16,0.417940876656473
sin_from_avg_bedtime,smartwatch,3.155545e+16,0.41997961264016315
sin_from_avg_bedtime,smartwatch,3.155548e+16,0.42201834862385323
sin_from_avg_bedtime,smartwatch,3.155551e+16,0.4240570846075434
sin_from_avg_bedtime,smartwatch,3.155554e+16,0.42609582059123347
sin_from_avg_bedtime,smartwatch,3.155557e+16,0.4281345565749236
sin_from_avg_bedtime,smartwatch,3.15556e+16,0.4301732925586137
sin_from_avg_bedtime,smartwatch,3.155563e+16,0.4322120285423038
sin_from_avg_bedtime,smartwatch,3.155566e+16,0.4342507645259939
sin_from_avg_bedtime,smartwatch,3.155569e+16,0.436289500509684
sin_from_avg_bedtime,smartwatch,3.155572e+16,0.43832823649337416
sin_from_avg_bedtime,smartwatch,3.155575e+16,0.44036697247706424
sin_from_avg_bedtime,smartwatch,3.155578e+16,0.4424057084607544
sin_from_avg_bedtime,smartwatch,3.155581e+16,0.4444444444444445
sin_from_avg_bedtime,smartwatch,3.155584e+16,0.4464831804281346
sin_from_avg_bedtime,smartwatch,3.155587e+16,0.4485219164118247
sin_from_avg_bedtime,smartwatch,3.15559e+16,0.4505606523955148
sin_from_avg_bedtime,smartwatch,3.155593e+16,0.45259938837920494
sin_from_avg_bedtime,smartwatch,3.155596e+16,0.454638124362895
sin_from_avg_bedtime,smartwatch,3.155599e+16,0.45667686034658517
sin_from_avg_bedtime,smartwatch,3.155602e+16,0.45871559633027525
sin_from_avg_bedtime,smartwatch,3.155605e+16,0.4607543323139654
sin_from_avg_bedtime,smartwatch,3.155608e+16,0.4627930682976555
sin_from_avg_bedtime,smartwatch,3.155611e+16,0.46483180428134563
sin_from_avg_bedtime,smartwatch,3.155614e+16,0.4668705402650357
sin_from_avg_bedtime,smartwatch,3.155617e+16,0.4689092762487258
sin_from_avg_bedtime,smartwatch,3.15562e+16,0.47094801223241595
sin_from_avg_bedtime,smartwatch,3.155623e+16,0.47298674821610603
sin_from_avg_bedtime,smartwatch,3.155626e+16,0.4750254841997962
sin_from_avg_bedtime,smartwatch,3.155629e+16,0.47706422018348627
sin_from_avg_bedtime,smartwatch,3.155632e+16,0.4791029561671764
sin_from_avg_bedtime,smartwatch,3.155635e+16,0.4811416921508665
sin_from_avg_bedtime,smartwatch,3.155638e+16,0.48318042813455664
sin_from_avg_bedtime,smartwatch,3.155641e+16,0.4852191641182467
sin_from_avg_bedtime,smartwatch,3.155644e+16,0.4872579001019368
sin_from_avg_bedtime,smartwatch,3.155647e+16,0.48929663608562696
sin_from_avg_bedtime,smartwatch,3.15565e+16,0.49133537206931704
sin_from_avg_bedtime,smartwatch,3.155653e+16,0.4933741080530072
sin_from_avg_bedtime,smartwatch,3.155656e+16,0.4954128440366973
sin_from_avg_bedtime,smartwatch,3.155659e+16,0.4974515800203874
sin_from_avg_bedtime,smartwatch,3.155662e+16,0.4994903160040775
sin_from_avg_bedtime,smartwatch,3.155665e+16,0.5015290519877676
sin_from_avg_bedtime,smartwatch,3.155668e+16,0.5035677879714577
sin_from_avg_bedtime,smartwatch,3.155671e+16,0.5056065239551478
sin_from_avg_bedtime,smartwatch,3.155674e+16,0.5076452599388379
sin_from_avg_bedtime,smartwatch,3.155677e+16,0.5096839959225281
sin_from_avg_bedtime,smartwatch,3.15568e+16,0.5117227319062182
sin_from_avg_bedtime,smartwatch,3.155683e+16,0.5137614678899083
sin_from_avg_bedtime,smartwatch,3.155686e+16,0.5158002038735984
sin_from_avg_bedtime,smartwatch,3.155689e+16,0.5178389398572886
sin_from_avg_bedtime,smartwatch,3.155692e+16,0.5198776758409787
sin_from_avg_bedtime,smartwatch,3.155695e+16,0.5219164118246687
sin_from_avg_bedtime,smartwatch,3.155698e+16,0.5239551478083588
sin_from_avg_bedtime,smartwatch,3.155701e+16,0.5259938837920489
sin_from_avg_bedtime,smartwatch,3.155704e+16,0.5280326197757391
sin_from_avg_bedtime,smartwatch,3.155707e+16,0.5300713557594292
sin_from_avg_bedtime,smartwatch,3.15571e+16,0.5321100917431193
sin_from_avg_bedtime,smartwatch,3.155713e+16,0.5341488277268094
sin_from_avg_bedtime,smartwatch,3.155716e+16,0.5361875637104996
sin_from_avg_bedtime,smartwatch,3.155719e+16,0.5382262996941897
sin_from_avg_bedtime,smartwatch,3.155722e+16,0.5402650356778798
sin_from_avg_bedtime,smartwatch,3.155725e+16,0.5423037716615698
sin_from_avg_bedtime,smartwatch,3.155728e+16,0.5443425076452599
sin_from_avg_bedtime,smartwatch,3.155731e+16,0.5463812436289501
sin_from_avg_bedtime,smartwatch,3.155734e+16,0.5484199796126402
sin_from_avg_bedtime,smartwatch,3.155737e+16,0.5504587155963303
sin_from_avg_bedtime,smartwatch,3.15574e+16,0.5524974515800204
sin_from_avg_bedtime,smartwatch,3.155743e+16,0.5545361875637106
sin_from_avg_bedtime,smartwatch,3.155746e+16,0.5565749235474007
sin_from_avg_bedtime,smartwatch,3.155749e+16,0.5586136595310908
sin_from_avg_bedtime,smartwatch,3.155752e+16,0.5606523955147809
sin_from_avg_bedtime,smartwatch,3.155755e+16,0.5626911314984709
sin_from_avg_bedtime,smartwatch,3.155758e+16,0.5647298674821611
sin_from_avg_bedtime,smartwatch,3.155761e+16,0.5667686034658512
sin_from_avg_bedtime,smartwatch,3.155764e+16,0.5688073394495413
sin_from_avg_bedtime,smartwatch,3.155767e+16,0.5708460754332314
sin_from_avg_bedtime,smartwatch,3.15577e+16,0.5728848114169216
sin_from_avg_bedtime,smartwatch,3.155773e+16,0.5749235474006117
sin_from_avg_bedtime,smartwatch,3.155776e+16,0.5769622833843018
sin_from_avg_bedtime,smartwatch,3.155779e+16,0.5790010193679919
sin_from_avg_bedtime,smartwatch,3.155782e+16,0.581039755351682
sin_from_avg_bedtime,smartwatch,3.155785e+16,0.5830784913353722
sin_from_avg_bedtime,smartwatch,3.155788e+16,0.5851172273190622
sin_from_avg_bedtime,smartwatch,3.155791e+16,0.5871559633027523
sin_from_avg_bedtime,smartwatch,3.155794e+16,0.5891946992864424
sin_from_avg_bedtime,smartwatch,3.155797e+16,0.5912334352701326
sin_from_avg_bedtime,smartwatch,3.1558e+16,0.5932721712538227
sin_from_avg_bedtime,smartwatch,3.155803e+16,0.5953109072375128
sin_from_avg_bedtime,smartwatch,3.155806e+16,0.5973496432212029
sin_from_avg_bedtime,smartwatch,3.155809e+16,0.599388379204893
sin_from_avg_bedtime,smartwatch,3.155812e+16,0.6014271151885832
sin_from_avg_bedtime,smartwatch,3.155815e+16,0.6034658511722732
sin_from_avg_bedtime,smartwatch,3.155818e+16,0.6055045871559633
sin_from_avg_bedtime,smartwatch,3.155821e+16,0.6075433231396534
sin_from_avg_bedtime,smartwatch,3.155824e+16,0.6095820591233436
sin_from_avg_bedtime,smartwatch,3.155827e+16,0.6116207951070337
sin_from_avg_bedtime,smartwatch,3.15583e+16,0.6136595310907238
sin_from_avg_bedtime,smartwatch,3.155833e+16,0.6156982670744139
sin_from_avg_bedtime,smartwatch,3.155836e+16,0.617737003058104
sin_from_avg_bedtime,smartwatch,3.155839e+16,0.6197757390417942
sin_from_avg_bedtime,smartwatch,3.155842e+16,0.6218144750254843
sin_from_avg_bedtime,smartwatch,3.155845e+16,0.6238532110091743
sin_from_avg_bedtime,smartwatch,3.155848e+16,0.6258919469928644
sin_from_avg_bedtime,smartwatch,3.155851e+16,0.6279306829765546
sin_from_avg_bedtime,smartwatch,3.155854e+16,0.6299694189602447
sin_from_avg_bedtime,smartwatch,3.155857e+16,0.6320081549439348
sin_from_avg_bedtime,smartwatch,3.15586e+16,0.6340468909276249
sin_from_avg_bedtime,smartwatch,3.155863e+16,0.636085626911315
sin_from_avg_bedtime,smartwatch,3.155866e+16,0.6381243628950052
sin_from_avg_bedtime,smartwatch,3.155869e+16,0.6401630988786953
sin_from_avg_bedtime,smartwatch,3.155872e+16,0.6422018348623854
sin_from_avg_bedtime,smartwatch,3.155875e+16,0.6442405708460754
sin_from_avg_bedtime,smartwatch,3.155878e+16,0.6462793068297656
sin_from_avg_bedtime,smartwatch,3.155881e+16,0.6483180428134557
sin_from_avg_bedtime,smartwatch,3.155884e+16,0.6503567787971458
sin_from_avg_bedtime,smartwatch,3.155887e+16,0.6523955147808359
sin_from_avg_bedtime,smartwatch,3.15589e+16,0.654434250764526
sin_from_avg_bedtime,smartwatch,3.155893e+16,0.6564729867482162
sin_from_avg_bedtime,smartwatch,3.155896e+16,0.6585117227319063
sin_from_avg_bedtime,smartwatch,3.155899e+16,0.6605504587155964
sin_from_avg_bedtime,smartwatch,3.155902e+16,0.6625891946992865
sin_from_avg_bedtime,smartwatch,3.155905e+16,0.6646279306829767
sin_from_avg_bedtime,smartwatch,3.155908e+16,0.6666666666666667
sin_from_avg_bedtime,smartwatch,3.155911e+16,0.6687054026503568
sin_from_avg_bedtime,smartwatch,3.155914e+16,0.6707441386340469
sin_from_avg_bedtime,smartwatch,3.155917e+16,0.672782874617737
sin_from_avg_bedtime,smartwatch,3.15592e+16,0.6748216106014272
sin_from_avg_bedtime,smartwatch,3.155923e+16,0.6768603465851173
sin_from_avg_bedtime,smartwatch,3.155926e+16,0.6788990825688074
sin_from_avg_bedtime,smartwatch,3.155929e+16,0.6809378185524975
sin_from_avg_bedtime,smartwatch,3.155932e+16,0.6829765545361877
sin_from_avg_bedtime,smartwatch,3.155935e+16,0.6850152905198778
sin_from_avg_bedtime,smartwatch,3.155938e+16,0.6870540265035678
sin_from_avg_bedtime,smartwatch,3.155941e+16,0.6890927624872579
sin_from_avg_bedtime,smartwatch,3.155944e+16,0.691131498470948
sin_from_avg_bedtime,smartwatch,3.155947e+16,0.6931702344546382
